Vincent;r1537319;2015-10-27 13:15:19 +0000 (Tue, 27 Oct 2015);2;['FTRPC-159 : Frontier Android || "Favorite" is displayed when user selects Folders from \'All Files\' section', ''];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/util/FragmentMenuHelper.java']
Jimmy;r1536385;2015-10-23 17:03:31 +0100 (Fri, 23 Oct 2015);1;['Lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/layout/incompatible_app_found.xml']
Jimmy;r1536330;2015-10-23 16:07:36 +0100 (Fri, 23 Oct 2015);1;['Lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/lint.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/lint.xml']
Jimmy;r1536312;2015-10-23 15:53:51 +0100 (Fri, 23 Oct 2015);1;['Legacy app uninstall'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/splashscreen.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashLogoActivity.java']
Jimmy;r1536311;2015-10-23 15:53:31 +0100 (Fri, 23 Oct 2015);1;['Legacy app uninstall'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/layout/incompatible_app_found.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/layout/splashscreen.xml']
Jimmy;r1536126;2015-10-23 13:40:49 +0100 (Fri, 23 Oct 2015);1;['Legacy app uninstall'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/incompatibility/Incompatibility.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/incompatible_app_found.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml']
Jimmy;r1536118;2015-10-23 13:30:01 +0100 (Fri, 23 Oct 2015);1;['Legacy app uninstall'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-config/res/values/environment.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/qa.properties', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/incompatibility', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashLogoActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/IncompatibleAppFragment.java']
Jimmy;r1536037;2015-10-23 11:57:54 +0100 (Fri, 23 Oct 2015);1;['Lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/layout/incompatible_app_found.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/incompatible_app_found.xml']
Jimmy;r1536002;2015-10-23 10:59:01 +0100 (Fri, 23 Oct 2015);1;['Reverted to prod urls'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties']
Jimmy;r1535957;2015-10-23 10:00:03 +0100 (Fri, 23 Oct 2015);1;['Added incompatibilty fragment'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/layout/incompatible_app_found.xml', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/incompatible_app_found.xml', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/IncompatibleAppFragment.java']
Jimmy;r1535594;2015-10-22 14:42:26 +0100 (Thu, 22 Oct 2015);1;['Lint fix'];['Changed paths:', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/av_list_play.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xhdpi/ic_nav_upload_activated.png']
Jimmy;r1535593;2015-10-22 14:40:39 +0100 (Thu, 22 Oct 2015);1;['Added incpmpatible legacy client parameter'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/qa_wl.properties']
Jimmy;r1535587;2015-10-22 14:35:31 +0100 (Thu, 22 Oct 2015);1;['Lint fix'];['Changed paths:', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/av_list_play.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-ldpi/ic_nav_upload_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/av_list_play.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-mdpi/ic_nav_upload_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-xxhdpi/ic_nav_upload_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawablw-xxxhdpi/ic_nav_upload_activated.png']
Jimmy;r1535571;2015-10-22 14:23:01 +0100 (Thu, 22 Oct 2015);1;['Removed unused resources'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/manifest/project-specific-metadata-components.txt', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/av_list_play.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/btn_ic_link.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/grphc_invitations.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/ic_action_add_wifi.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/ic_nav_calls_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/ic_nav_contacts_activated.png', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/drawable-hdpi/ic_nav_upload_activated.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-bt/res/values/strings.xml']
Jimmy;r1535537;2015-10-22 14:08:58 +0100 (Thu, 22 Oct 2015);1;['lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/custom-lint.xml']
Jimmy;r1535523;2015-10-22 13:52:30 +0100 (Thu, 22 Oct 2015);1;['Enabled BT module'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle']
