Thomas;r1529617;2015-10-08 14:55:59 +0100 (Thu, 08 Oct 2015);2;['Set prod end point:', 'http://confluence.company.net:8085/display/PRO/Frontier+PC+PROD'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/prod.properties']
Thomas;r1529611;2015-10-08 14:49:55 +0100 (Thu, 08 Oct 2015);1;['Enabled client-frt client'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle']
Thomas;r1529597;2015-10-08 14:38:16 +0100 (Thu, 08 Oct 2015);1;['Copy to android-15.2-solutions'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-frt (from /cloud/personal/client-international/android/branches/android-15.2-solutions_ux/clients/client-frt:1529596)']
Thomas;r1528989;2015-10-07 15:19:21 +0100 (Wed, 07 Oct 2015);1;['PHONE-1420: CLONE - [15.2]The first file thumbnail is not dispalyed properly in landscape mode'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/adapters/CursorDescriptionItemAdapter.java']
Thomas;r1528947;2015-10-07 14:44:23 +0100 (Wed, 07 Oct 2015);1;['Updated more strings'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/res/values/strings.xml']
Thomas;r1528925;2015-10-07 14:23:29 +0100 (Wed, 07 Oct 2015);1;['Simplified app versioning'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties']
Thomas;r1528923;2015-10-07 14:19:38 +0100 (Wed, 07 Oct 2015);1;['PHONE-1416: ATT Android || Screen blinks twice when user taps on App icon'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/manifest/project-specific-metadata-components.txt']
Thomas;r1528922;2015-10-07 14:19:14 +0100 (Wed, 07 Oct 2015);1;['PHONE-1416: ATT Android || Screen blinks twice when user taps on App icon'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashConnectingActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashLogoActivity.java']
Thomas;r1528797;2015-10-07 11:06:28 +0100 (Wed, 07 Oct 2015);1;['Remove att permission from manifest'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml']
Thomas;r1528782;2015-10-07 10:45:54 +0100 (Wed, 07 Oct 2015);2;['Merged from trunk:', 'ANDINTL-3163 - enable the application to be installed on top of Ready 2 Go and Verizon cloud'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/build.gradle', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/manifest/project-specific-permissions.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-permissions.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/debug/DataExporter.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/debug/DumpProvider.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/SettingsDataclassesDialog.java']
Thomas;r1528452;2015-10-06 16:15:27 +0100 (Tue, 06 Oct 2015);1;['Enabled client-amx client'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle']
Thomas;r1528449;2015-10-06 16:07:38 +0100 (Tue, 06 Oct 2015);1;['Fixed NPE for amx client, changed amx client name'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx/res/values/strings.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashConnectingActivity.java']
Thomas;r1528422;2015-10-06 15:36:53 +0100 (Tue, 06 Oct 2015);1;['Added ignores'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx']
Thomas;r1528416;2015-10-06 15:28:51 +0100 (Tue, 06 Oct 2015);1;['Implements HelpFragment.Callback'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/RootActivity.java']
Thomas;r1528414;2015-10-06 15:27:59 +0100 (Tue, 06 Oct 2015);1;['Added help_fragment_icon.png'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/help_fragment_icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions-amx/libs/ui/res/drawable-hdpi/help_fragment_icon.png:1527188)']
Thomas;r1528412;2015-10-06 15:26:10 +0100 (Tue, 06 Oct 2015);1;['Added help fragment colors'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/colors.xml']
Thomas;r1528411;2015-10-06 15:23:31 +0100 (Tue, 06 Oct 2015);2;['Merged from android-15.2-solutions-amx', 'Help CR: http://confluence.company.net:8085/display/CSE/Titans+Android+Help+CR [from revision 1520497]'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/HelpActivity.java']
Thomas;r1528409;2015-10-06 15:21:35 +0100 (Tue, 06 Oct 2015);1;['Merge fragment_help.xml from amx branch'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/fragment_help.xml (from /cloud/personal/client-international/android/branches/android-15.2-solutions-amx/libs/ui/res/layout/fragment_help.xml:1528408)']
Thomas;r1528404;2015-10-06 15:18:18 +0100 (Tue, 06 Oct 2015);1;['Merge HelpFragment.java from amx branch'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/HelpFragment.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions-amx/libs/ui/src/com/biscay/client/android/ui/gui/fragments/HelpFragment.java:1528403)']
Thomas;r1528397;2015-10-06 15:13:00 +0100 (Tue, 06 Oct 2015);1;['Merged from android-15.2-solutions-amx branch'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-amx (from /cloud/personal/client-international/android/branches/android-15.2-solutions-amx/clients/client-amx:1528396)']
Thomas;r1527179;2015-10-02 16:23:05 +0100 (Fri, 02 Oct 2015);2;['Merged from android-15.2-solutions-att', 'PHONE-1415: CLONE - [15.2][PC] Screen rotates at some pages even though auto-rotation is OFF in device.'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml']
Thomas;r1527029;2015-10-02 13:24:26 +0100 (Fri, 02 Oct 2015);2;['Merged from android-15.2-solutions-att', 'PHONE-1529: ATT Android || The file which is downloading for Available offline, if canceled not playing even with wifi [from revision 1527022]'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/offline/OfflineAccessManager.java']
Thomas;r1526939;2015-10-02 10:15:40 +0100 (Fri, 02 Oct 2015);2;['Merged from android-15.2-solutions-att', 'PHONE-1342: Phone - Rename a Photo in an Album using the Web Returns Error Getting Info on Handset [from revision 1526937]'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/RemoteFileManager.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/RemoteFileManagerImpl.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/datalayer/api/dv/user/impl/cloudsdk/RemoteFileManagerCloudSdkImpl.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/gui/description/RemoteDescriptionFactory.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/mappers/QueryMapperImpl.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/mappers/collectors/FileCollector.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/sync/dv/RemoteFileManagerSyncImpl.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/util/sync/dv/VaultCache.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/dialogs/fileactions/RetrieveDetailsAction.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/util/bundlehelper/BundleHelper.java']
Thomas;r1526558;2015-10-01 13:25:23 +0100 (Thu, 01 Oct 2015);1;['PHONE-1377: Phone 2.0 - All files - Folder - Get info - Failure'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/mappers/collectors/FileCollector.java']
Jimmy;r1526549;2015-10-01 13:18:27 +0100 (Thu, 01 Oct 2015);1;['Added lint suppress'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java']
Jimmy;r1526501;2015-10-01 12:29:00 +0100 (Thu, 01 Oct 2015);1;['Added handling for R2G'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GConstants.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashLogoActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/SettingsDataclassesActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/SettingsDataclassesDialog.java']
Jimmy;r1525171;2015-09-29 14:08:40 +0100 (Tue, 29 Sep 2015);1;['Added handling for R2G'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-permissions.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/SplashLogoActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/SettingsDataclassesActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/receiver/R2GReceiver.java']
Jimmy;r1525124;2015-09-29 12:49:38 +0100 (Tue, 29 Sep 2015);1;['Added settings as a main activity to launch'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml']
Jimmy;r1525067;2015-09-29 11:55:33 +0100 (Tue, 29 Sep 2015);1;['Lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt']
Jimmy;r1525056;2015-09-29 11:50:00 +0100 (Tue, 29 Sep 2015);1;['Added custom permission to receiver'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt']
Jimmy;r1525043;2015-09-29 11:36:56 +0100 (Tue, 29 Sep 2015);1;['Lint fix'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java']
Jimmy;r1525032;2015-09-29 11:31:00 +0100 (Tue, 29 Sep 2015);1;['Added r2g permission'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt']
Jimmy;r1525020;2015-09-29 11:22:15 +0100 (Tue, 29 Sep 2015);1;['Added R2G config'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-config/res/values/environment.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GConstants.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java', 'D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GReceiver.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/RootActivity.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/SettingsDataclassesActivity.java', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/receiver/R2GReceiver.java (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GReceiver.java:1524333)']
Jimmy;r1524333;2015-09-28 11:47:57 +0100 (Mon, 28 Sep 2015);1;['Modified broadcast receiver for R2G'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/manifest/project-specific-metadata-components.txt', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GConstants.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GReceiver.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/RootActivity.java']
Thomas;r1523786;2015-09-25 14:35:53 +0100 (Fri, 25 Sep 2015);1;['PHONE-1163: Phone 2.0 - Music player in lock screen view has a cut off.'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/music_notification.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/music_notification_big_content.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/musicplayer/MusicService.java']
Jimmy;r1523768;2015-09-25 14:15:11 +0100 (Fri, 25 Sep 2015);1;['Initial addition for R2G classes'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GConstants.java', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/r2g/R2GIntentHandler.java']
Jimmy;r1523643;2015-09-25 11:35:42 +0100 (Fri, 25 Sep 2015);1;['CR023: Phone globe for the mobile client splash screen'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-hdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-ldpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-mdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xhdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxhdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/splash_sub_logo.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/layout/splashscreen.xml', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/splash_sub_logo.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/icon.png:1520469)', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-ldpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-mdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-sw600dp/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xhdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxhdpi/splash_sub_logo.png', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxxhdpi/splash_sub_logo.png']
Thomas;r1521833;2015-09-22 14:23:03 +0100 (Tue, 22 Sep 2015);1;['Fixed libpng warning: iCCP: Not recognizing known sRGB profile that has been edited'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-ldpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-mdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xhdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxhdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxxhdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml']
Jimmy;r1520473;2015-09-18 14:08:32 +0100 (Fri, 18 Sep 2015);1;['Auth failure error codes'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/auth_failures.xml']
Thomas;r1520031;2015-09-17 15:02:43 +0100 (Thu, 17 Sep 2015);1;['PHONE-1388: Att Locker - AMZ Fire - Share by Me - Manage Share: Crashes Locker'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/CursorDataViewFragment.java']
Thomas;r1519600;2015-09-16 15:05:40 +0100 (Wed, 16 Sep 2015);1;['Removed &amp;#160;'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml']
Thomas;r1519555;2015-09-16 14:19:18 +0100 (Wed, 16 Sep 2015);1;['PHONE-1391: Phone 2.0 - unexpected notification while downloading on low battery.'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/content_transfer_select_content.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values-es/strings.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/DownloadStatusActivityUtils.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/activities/UploadStatusActivityUtils.java', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/dialogs/fileactions/UploadFileAction.java']
Jimmy;r1519330;2015-09-16 08:42:42 +0100 (Wed, 16 Sep 2015);1;['PHONE-1318'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties']
/OU=Domain Control Validated/CN=svn.company.net;r1517160;2015-09-10 17:34:36 +0100 (Thu, 10 Sep 2015);1;['[gradle-release] prepare for next development iteration'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties']
Jimmy;r1516858;2015-09-10 11:03:36 +0100 (Thu, 10 Sep 2015);1;['PHONE-1318'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/mappers/collectors/FileCollector.java']
Jimmy;r1516801;2015-09-10 09:49:48 +0100 (Thu, 10 Sep 2015);1;['Seperated strings for shares from main strings files'];['Changed paths:', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/share_actions.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml', 'A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/share_actions.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml']
/OU=Domain Control Validated/CN=svn.company.net;r1516395;2015-09-09 15:10:46 +0100 (Wed, 09 Sep 2015);1;['[gradle-release] prepare for next development iteration'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties']
Jimmy;r1516364;2015-09-09 14:45:52 +0100 (Wed, 09 Sep 2015);1;['Remove report abusive content'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml']
/OU=Domain Control Validated/CN=svn.company.net;r1516286;2015-09-09 13:23:06 +0100 (Wed, 09 Sep 2015);1;['[gradle-release] prepare for next development iteration'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties']
Thomas;r1516221;2015-09-09 11:37:11 +0100 (Wed, 09 Sep 2015);2;['PHONE-1227: ATT Android|| Observed "File too large to upload" popup while taking the picture.', 'Added extra check if we have that size or not.'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/workers/FileDownloadControllerImpl.java']
Thomas;r1516206;2015-09-09 11:18:13 +0100 (Wed, 09 Sep 2015);1;['PHONE-1316: ATT Android || Available offline icon is hardly visible in documents screen'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-ldpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-mdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xhdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxhdpi/ic_thumbnail_offline.png', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-xxxhdpi/ic_thumbnail_offline.png']
Thomas;r1516182;2015-09-09 10:57:24 +0100 (Wed, 09 Sep 2015);1;['PHONE-1125: ATT Android || Available offline is displaying only when we select min 2 files. That to this feature is integrated only in docs and no where else'];['Changed paths:', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/documents_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/pictures_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/pictures_with_specific_album_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_album_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_artist_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_genre_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/songs_with_specific_playlist_context_menu.xml', 'M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/menu-sw600dp/videos_context_menu.xml']
